order_id,date_case,country,area,location,type,activity,species
5124.0,2008.12.27,AUSTRALIA,Tasmania,near Schouten Island,Boating,Yacht race,2 m shark
5123.0,2008.12.27,AUSTRALIA,New South Wales,Seal Rocks,Unprovoked,Boogie Boarding,
5122.0,2008.12.27,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",Boating,Kayaking,"white shark, 4m to 5m"
5121.0,2008.12.27,AUSTRALIA,Western Australia,Port Kennedy Beach,Unprovoked,Snorkeling,4 to 5m white shark
5120.0,2008.12.20,USA,California,"Dillon Beach, Marin County",Boating,Kayaking,white shark
5119.0,2008.12.14,NEW ZEALAND,North Island,Maraetai,Unprovoked,Fishing,bronze whaler shark?
5118.0,2008.12.10,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Provoked,Fishing,"raggedtooth shark, 2m"
5117.0,2008.12.06,AUSTRALIA,New South Wales,Mowarry Point,Boating,Fishing,"white shark, 4.5 to 5 m"
5116.0,2008.12.00,MOZAMBIQUE,Inhambane Province,Chidenguele,Unprovoked,Spearfishing,zambesi shark?
5115.0,2008.11.28,EGYPT,Red Sea,Elphinstone Reef,Unprovoked,Scuba diving,oceanic whitetip shark
5114.0,2008.11.25,PHILIPPINES,Batanes Provine,Luzon Strait,Sea Disaster,Sinking of the cargo ship Mark Jason,
5113.0,2008.11.24,ECUADOR,Galapagos Islands,Santa Cruz,Unprovoked,,
5112.0,2008.11.09,AUSTRALIA,South Australia,North Haven,Boating,Fishing,bronze whaler shark
5111.0,2008.11.09,TAIWAN,,50 miles off Kaohsiung,Sea Disaster,Fishing boat swamped in storm,
5110.0,2008.11.06,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",Unprovoked,Fishing,
5109.0,2008.10.22,AUSTRALIA,New South Wales,"Oceanworld, Manley",Provoked,Scuba diving,"grey nurse shark, 3m"
5108.0,2008.10.21,NEW CALEDONIA,,,Unprovoked,Spearfishing,lemon shark
5107.0,2008.10.12,AUSTRALIA,Northern Territory,Darwin,Provoked,Fishing,"reef shark, 1.8m"
5106.0,2008.10.11,AUSTRALIA,New South Wales,Lake Macquarie,Unprovoked,Surfing,
5105.0,2008.10.08,USA,Florida,"Santa Rosa Beach, Walton County",Unprovoked,Fishing,
5104.0,2008.10.06,CROATIA," Split-Dalmatia Count,","Smokvina Bay, Vis Island",Unprovoked,Spearfishing,5 m white shark
5103.0,2008.09.28,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5102.0,2008.09.28,USA,Florida,Bethune Beach,Unprovoked,Surfing,+3' shark
5101.0,2008.09.15,AUSTRALIA,Northern Territory,Near Croker Island,Provoked,Swimming,bronze whaler shark
5100.0,2008.09.14,USA,Florida,"Ormond-by-the-Sea, Volusia County",Unprovoked,Swimming,2' to 3' juvenile shark
5099.0,2008.09.09,USA,Hawaii,"Ka'a'awa, Oahu",Unprovoked,Surfing,tiger shark
5098.0,2008.09.08,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Unprovoked,Surfing,"white shark, 14' to 16'"
5097.0,2008.09.07,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Unprovoked,Surfing,3 m shark
5096.0,2008.09.06,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5095.0,2008.09.06,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5094.0,2008.09.01,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,4' shark
5093.0,2008.09.00,USA,Florida,Hutchinson Island,Unprovoked,Surfing,
5092.0,2008.08.30,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Unprovoked,Surfing,
5091.0,2008.08.30,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i ",Invalid,Swimming,not valid
5090.0,2008.08.30,ENGLAND,North Devon, Lundy Island,Provoked,Fishing,blue shark
5089.0,2008.08.28,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5088.0,2008.08.27,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,6' shark
5087.0,2008.08.24,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,"Swimming, towing surfboard",
5086.0,2008.08.22,USA,North Carolina,"Surf City, Topsail Island, Pender County",Invalid,Surfing,not valid
5085.0,2008.08.20,USA,Florida,"Sanibel Island, Lee County",Unprovoked,Swimming,
5084.0,2008.08.18,USA,South Carolina,"North Myrtle Beach, Horry County",Invalid,,not valid
5083.0,2008.08.16,USA,US Virgin Islands,Buck Island,Unprovoked,Treading water,8' bull shark or caribbean reef shark
5082.0,2008.08.12,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Wading,
5081.0,2008.08.11,USA,Hawaii,"Ala Moana Beach Park, Oah'u",Unprovoked,Diving,"tiger shark, 12'"
5080.0,2008.07.30,AUSTRALIA,Victoria,Levys Beach,Unprovoked,Surfing,8' white shark or 7-gill shark
5079.0,2008.07.30,SOUTH AFRICA,,,Unprovoked,,white shark
5078.0,2008.07.27,PANAMA,San Carlos,Playa Teta,Unprovoked,Swimming or surfing,3'  shark
5077.0,2008.07.26,MEXICO,Cabo San Lucas,,Unprovoked,Swimming,2'  shark
5076.0,2008.07.26,USA,Hawaii,"Honokowai, Maui",Unprovoked,Swimming,2' to 3' reef shark
5075.0,2008.07.25,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5074.0,2008.07.25,USA,Hawaii,"Lahilahi Point, Oahu",Unprovoked,Snorkeling,
5073.0,2008.07.24,USA,North Carolina,"Surf City, Topsail Island, Pender County",Unprovoked,Wading,3' shark
5072.0,2008.07.24,USA,North Carolina,"Topsail Island, Pender County",Unprovoked,Wading,3' to 4' shark
5071.0,2008.07.23,USA,Florida,"New Smyrna Beach, Volusia County",Provoked,Surfing,
5070.0,2008.07.19,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Wading,4' shark
5069.0,2008.07.18,EGYPT,,Daedalus Reef,Unprovoked,Diving,oceanic whitetip shark
5068.0,2008.07.13,USA,North Carolina,"Carolina Beach, New Hanover County",Invalid,Body surfing,not valid
5067.0,2008.07.11,USA,South Carolina,"Isle of Palms, Charleston County",Unprovoked,Surfing,
5066.0,2008.07.09,USA,North Carolina,"Emerald Isle, Carteret County",Unprovoked,Swimming,
5065.0,2008.07.05,USA,South Carolina,"Litchfield Beach, Georgetown County",Unprovoked,,
5064.0,2008.07.00,UNITED KINGDOM,Sussex,"Rock-a-Nore, Hastings",Boating,Rowing an inflatable dinghy,"starry smoothhound shark, 1m"
5063.0,2008.06.28,USA,Hawaii,"Kamilo Point, Hawai'i",Invalid,Wading,not valid
5062.0,2008.06.28,BAHAMAS,Abaco Islands,,Unprovoked,Spearfishing,"bull shark, 6' to 7'"
5061.0,2008.06.28,SOUTH AFRICA,Western Cape Province,Mossel Bay,Unprovoked,Surf skiing ,"white shark, 2m"
5060.0,2008.06.26,SOUTH AFRICA,Western Cape Province,Struis Bay,Unprovoked,Spearfishing (free diving),"white shark, 4.5m"
5059.0,2008.06.26,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5058.0,2008.06.26,USA,South Carolina,"Isle of Palms, Charleston County",Unprovoked,Swimming,4.5 to 5' shark
5057.0,2008.06.24,BRAZIL,Bahia,Guarajuba,Unprovoked,Surfing,
5056.0,2008.06.21,USA,California,"West Cove, Catalina Island",Boating,Kayaking,"white shark, 15'"
5055.0,2008.06.20,USA,Florida,"Fernandina Beach, Nassau County",Unprovoked,Wading,
5054.0,2008.06.11,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",Unprovoked,Surfing,
5053.0,2008.06.07,USA,Florida,"Cocoa Beach, Brevard  County",Unprovoked,Body surfing,
5052.0,2008.06.02,SCOTLAND,Easter Ross,Balintore Bay,Boating,Fishing,basking shark
5051.0,2008.06.01,USA,South Carolina,Cherry Grove,Unprovoked,Body surfing,5' shark
5050.0,2008.06.01,BRAZIL,Pernambuco,"Piedade, Recife",Unprovoked,Swimming,bull shark
5049.0,2008.05.26,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Unprovoked,Surfing,
5048.0,2008.05.24,BAHAMAS,Grand Bahama Island,Off West End,Sea Disaster,Sea Disaster,tiger sharks in area
5047.0,2008.05.24,MEXICO,Guerro,Playa Linda,Unprovoked,Surfing,3 m shark
5046.0,2008.05.23,MEXICO,Guerro,Pantla Beach,Unprovoked,Surfing,2 m shark
5045.0,2008.05.14,FIJI,Yasawa Islands,Turtle Island,Unprovoked,Night diving,
5044.0,2008.05.10,AUSTRALIA,Western Australia,Albany,Unprovoked,Swimming,"white shark, 4m"
5043.0,2008.05.07,NEW CALEDONIA,North Province,Hienghène,Unprovoked,Fishing,2 small bull sharks
5042.0,2008.05.07,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Wading,
5041.0,2008.05.01,SOUTH AFRICA,,,Provoked,Fishing,
5040.0,2008.04.28,MEXICO,Guerro,Troncones Beach,Unprovoked,Surfing,tiger shark
5039.0,2008.04.28,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,4' shark
5038.0,2008.04.27,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5037.0,2008.04.26,NEW CALEDONIA,North Province,Poindimié,Unprovoked,Swimming,"bull shark, 1.8m"
5036.0,2008.04.26,USA,Florida,"New Smyrna Beach, Volusia County",Provoked,Surfing,
5035.0,2008.04.25,USA,California,"Solana Beach, San Diego County",Unprovoked,Swimming,"white shark, 12' to 15'"
5034.0,2008.04.20,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5033.0,2008.04.20,AUSTRALIA,New South Wales,Crescent Head,Unprovoked,,"tiger shark, 2.3m"
5032.0,2008.04.19,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Invalid,Free-diving,"tiger shark, 13' female"
5031.0,2008.04.18,MEXICO,Quintana Roo,"Delfines Beach, Cancun",Invalid,Swimming,not valid
5030.0,2008.04.17,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Invalid,Surfing,not valid
5029.0,2008.04.15,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Unprovoked,Surfing,1.5' to 2' shark
5028.0,2008.04.09,FIJI,,,Unprovoked,Spearfishing,
5027.0,2008.03.25,USA,Florida,"Palm Beach Shores, Palm Beach County",Unprovoked,Wading,6' shark
5026.0,2008.04.08,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Unprovoked,Surfing,
5025.0,2008.04.08,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Unprovoked,Body boarding,bull shark
5024.0,2008.04.03,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Unprovoked,Walking out of the water after surfing,
5023.0,2008.03.28,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Unprovoked,Fishing from surfski,
5022.0,2008.03.28,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Unprovoked,Surfing,4' to 5' shark
5021.0,2008.03.28,USA,Florida,"Near Cocoa Beach, Brevard  County",Unprovoked,Boogie Boarding,a small shark
5020.0,2008.03.23,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Unprovoked,Walking out of the water after surfing,2.5' shark
5019.0,2008.03.21,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Unprovoked,Wading,
5018.0,2008.03.15,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Unprovoked,Jet skiing,not valid
5017.0,2008.03.07,USA,California," Huntington Beach, Orange County",Unprovoked,Surfing,white shark
5016.0,2008.02.24,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",Unprovoked,Diving,"a bull shark, according to some of the divers on the boat"
5015.0,2008.02.21,FRENCH POLYNESIA,Society Islands,Tahiti,Unprovoked,Spearfishing,
5014.0,2008.02.15,USA,Florida,"Ponce Inlet, Volusia County",Unprovoked,Surfing,
5013.0,2008.02.07,AUSTRALIA,New South Wales,Horseshoe Bay,Unprovoked,Surfing,1 m shark
5012.0,2008.02.06,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",Unprovoked,Surf-skiing,3' shark
5011.0,2008.01.30,JAPAN,Tokyo Bay,,Provoked,Diving,"goblin shark, 4.2'"
5010.0,2008.01.29,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",Unprovoked,Surf-skiing,"blacktip shark, 2m"
5009.0,2008.01.27,AUSTRALIA,Queensland,200 km east of Coolangatta  ,Provoked,Accidentally stood on hooked shark's tail before attempting to gut it ,"mako shark, 90kg"
5008.0,2008.01.19,NEW ZEALAND,South Island,Marfells Beach,Invalid,Wading,no shark involvement
5007.0,2008.01.14,NEW ZEALAND,North Island,Omaha Beach,Boating,Attempting to chase shark out to sea,"bronze whaler shark, 4m"
5006.0,2008.01.10,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Unprovoked,Surfing,a small shark
5005.0,2008.00.00,USA,Florida,"Off Fort Pierce, St. Lucie County",Provoked,Fishing for snapper,"nurse shark, 10'"
5004.0,2008.00.00,MEXICO,Baja California,Playas de Tijuana,Unprovoked,Surfing,possibly a hammerhead shark
5003.0,2007.12.21,ECUADOR,Galapagos Islands,San Cristobal Island,Unprovoked,Surfing,3 m shark
5002.0,2007.12.19,BRITISH VIRGIN ISLANDS,Green Bay,,Invalid,Scuba diving,invalid
5001.0,2007.12.18,AUSTRALIA,New South Wales,Jimmy's Beach,Unprovoked,Surfing,2 m shark
5000.0,2007.12.15,AUSTRALIA,Queensland,South Stradbroke Island,Unprovoked,Swimming,"""a small shark"""
4999.0,2007.12.14,AUSTRALIA,New South Wales,Bondi ,Invalid,Swimming,not a shark attack; it was a hoax
4998.0,2007.12.10,USA,Hawaii,"Waialua Bay, O'ahu",Unprovoked,Surfing,tiger shark
4997.0,2007.12.09,NEW ZEALAND,South Island,Kaikoura,Unprovoked,Surfing,
4996.0,2007.12.07,BRAZIL,Pernambuco,Itamaracá,Unprovoked,Removing fish from a trap,2.27 m shark
4995.0,2007.11.18,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,Provoked,Fishing,reef shark
4994.0,2007.11.08,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Unprovoked,Surfing,
4993.0,2007.11.07,SOUTH AFRICA,Western Cape Province,The Strand,Unprovoked,Surfing,1.5 to 2 m shark
4992.0,2007.11.06,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,4' to 5' shark
4991.0,2007.11.04,USA,Florida,"Round Island Park, Indian River County",Unprovoked,Surfing,5' shark
4990.0,2007.11.03,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Unprovoked,Surfing,"white shark, 3m to 4m"
4989.0,2007.11.00,MEXICO,Baja California,Guadalupe Island,Invalid,Shark diving,invalid
4988.0,2007.10.29,USA,Hawaii,"Wailea, Maui",Unprovoked,Floating,tiger shark
4987.0,2007.10.15,AUSTRALIA,New South Wales,Byron Bay,Unprovoked,Surf-skiing,"white shark, 2.5m"
4986.0,2007.10.13,AUSTRALIA,Queensland,Holmes Reef,Unprovoked,Spearfishing,bronze whaler shark
4985.0,2007.10.07,USA,California,"Venice Pier, Venice, Los Angeles County",Unprovoked,Surfing,3' to 4' shark
4984.0,2007.10.06,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Unprovoked,Surfing,"blacktip shark, 5'"
4983.0,2007.09.30,USA,California,"Santa Monica, Los Angeles County",Unprovoked,Surfing,
4982.0,2007.09.30,PHILIPPINES,Palawan,Off Cagayancillo,Sea Disaster,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",
4981.0,2007.09.30,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",Unprovoked,Swimming,tiger shark
4980.0,2007.09.28,BAHAMAS,Grand Bahama Island,Sweetings Cay,Unprovoked,Spearfishing,caribbean reef shark
4979.0,2007.09.27,USA,California,"Moonstone Beach, Humboldt County",Unprovoked,Surfing,white shark
4978.0,2007.09.27,EGYPT,Red Sea,Daedalus Reef ,Unprovoked,Swimming,oceanic whitetip sharks were in the vicinity
4977.0,2007.09.22,USA,Florida,Jupiter Inlet,Invalid,Scuba diving,not valid
4976.0,2007.09.22,USA,Florida,Huguenot Park,Unprovoked,Surfing,4' shark
4975.0,2007.09.20,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,3' shark
4974.0,2007.09.17,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,Unprovoked,Spearfishing,gray reef shark
4973.0,2007.09.16,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Wading?,
4972.0,2007.09.16,USA,Florida,"Flagler Beach, Flagler County",Unprovoked,Surfing,9.5' shark?
4971.0,2007.09.13,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Unprovoked,Snorkeling,"nurse shark, 2' to 3'"
4970.0,2007.09.08,USA,Florida,"Pepper Park Beach, St. Lucie County",Unprovoked,Wading,
4969.0,2007.09.05,USA,Florida,"Daytona Beach, Volusia County",Unprovoked,Wading,
4968.0,2007.09.04,USA,South Carolina,Sullivan's Island,Unprovoked,Standing,
4967.0,2007.09.03,USA,Florida,"Daytona Beach, Volusia County",Unprovoked,Jumping,"18"" to 24"" shark"
4966.0,2007.09.03,USA,Florida,"Fort Lauderdale, Broward County",Unprovoked,Swimming,possibly a spinner shark
4965.0,2007.08.28,USA,Hawaii,"Ka'a'awa, Oahu",Unprovoked,Body boarding,"tiger shark, 10' to 12'"
4964.0,2007.08.28,USA,California,"Marina State Beach, Monterey County",Unprovoked,Surfing,"white shark, 12'"
4963.0,2007.08.26,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,3' shark
4962.0,2007.08.25,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,3' shark
4961.0,2007.08.22,USA,North Carolina,North Carolina Aquarium at Fort Fisher,Provoked,Diving,sand shark
4960.0,2007.08.20,USA,Delaware,"Indian River Inlet, Rehoboth Beach",Provoked,Fishing,sandtiger shark
4959.0,2007.08.19,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Unprovoked,Swimming,
4958.0,2007.08.19,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,4' to 5' shark
4957.0,2007.08.19,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Unprovoked,Playing,
4956.0,2007.08.15,USA,Florida,Sarasota Bay,Unprovoked,Floating near boat & observing bioluminesce,possibly a 6' bull shark
4955.0,2007.08.12,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Swimming,
4954.0,2007.08.11,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Unprovoked,Walking out of the water after surfing,
4953.0,2007.08.09,USA,South Carolina,"Isle of Palms, Charleston County",Unprovoked,Swimming,
4952.0,2007.08.09,USA,South Carolina,"Isle of Palms, Charleston County",Unprovoked,Boogie Boarding,
4951.0,2007.08.07,USA,Florida,"Islamorada, Monroe County",Unprovoked,Jumped into the water,possibly a 10' bull shark
4950.0,2007.07.29,USA,Florida,"Ponce Inlet, Volusia County",Unprovoked,Surfing,
4949.0,2007.07.28,USA,California,"Imperial Beach, San Diego County",Unprovoked,Surfing,
4948.0,2007.07.22,USA,California,"Malibu, Los Angeles County",Unprovoked,Surf paddling,"white shark, 12'"
4947.0,2007.07.21,USA,California,"Bean Hollow State Beach, San Mateo County",Boating,Kayak Fishing,white shark
4946.0,2007.07.19,USA,Hawaii,"Bellows Beach near Wailea Point, O’ahu",Unprovoked,Snorkeling,
4945.0,2007.07.19,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,Unprovoked,Wading,"bronze whaler shark, 1.5 m"
4944.0,2007.07.18,USA,North Carolina,"North Topsail Beach, Onslow  County",Unprovoked,Swimming,2' to 3' shark
4943.0,2007.07.18,NORWAY,Oslo Fjord,Sjøstrand,Provoked,Scuba diving,"3' small spotted catshark, scyliorhinus canicula"
4942.0,2007.07.17,USA,California,"Faria Beach, Ventura County",Invalid,Swimming,not valid
4941.0,2007.07.17,USA,North Carolina,"Atlantic Beach, Carteret County",Unprovoked,Wading,5' shark
4940.0,2007.07.10,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,Unprovoked,Spearfishing,"bull shark, 5'"
4939.0,2007.07.05,USA,Florida,"Ponce Inlet, Volusia County",Unprovoked,Surfing,
4938.0,2007.07.04,REUNION,,Boucan Canot,Unprovoked,Body boarding,2 m shark
4937.0,2007.07.00,SENEGAL,,,Invalid,Murder,questionable incident
4936.0,2007.06.30,USA,Florida,Marques Island,Provoked,Removing hook from shark,"lemon shark, 6' female"
4935.0,2007.06.30,USA,California,"Will Rogers State Beach, Los Angeles County",Unprovoked,Swimming,
4934.0,2007.06.25,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,4' shark
4933.0,2007.06.24,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Unprovoked,Surfing,tiger shark
4932.0,2007.06.17,USA,Florida,"Vilano Beach, St.  Johns County",Invalid,Surfing,not valid
4931.0,2007.06.12,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Unprovoked,Swimming,3' to 4' shark
4930.0,2007.06.05,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",Unprovoked,Surfing,
4929.0,2007.05.26,USA,South Carolina,Garden City,Unprovoked,Wading,
4928.0,2007.05.24,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",Provoked,Reviving a sedated shark,a 10-year-old 94-pound pregnant blacktip reef shark
4927.0,2007.05.17,ENGLAND,Kent,Folkestone,Provoked,Fishing,"lesser spotted dogfish, scyliorhinus canicula, less than 80 cm in length"
4926.0,2007.05.16,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",Unprovoked,Wading,2.5 m shark
4925.0,2007.05.12,AUSTRALIA,Victoria,Warrnambool,Unprovoked,Surfing,10' shark
4924.0,2007.05.10,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,4' to 5' shark
4923.0,2007.05.09,SEYCHELLES,Bird Island,,Unprovoked,Snorkeling,"white shark, 2m"
4922.0,2007.05.08,AUSTRALIA,New South Wales,Kingscliff Beach,Invalid,Swimming,not valid
4921.0,2007.05.07,USA,Hawaii,"Keawakapu Beach, Maui",Unprovoked,Snorkeling,"tiger shark, 14'"
4920.0,2007.05.07,USA,Florida,Naples,Unprovoked,Swimming,6' to 8' shark
4919.0,2007.05.04,TURKS & CAICOS,Providenciales,,Sea Disaster,Sea Disaster,
4918.0,2007.05.00,BAHAMAS,Bimini Islands,,Provoked,Shark tagging,"lemon shark, >1 m"
4917.0,2007.04.26,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",Unprovoked,Swimming / jumping off a jetty,"""a small shark"""
4916.0,2007.04.22,USA,Florida,"Hutchinson Island, St. Lucie County",Unprovoked,Body boarding,blacktip or spinner shark
4915.0,2007.04.20,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,3' to 4' shark
4914.0,2007.04.13,USA,Florida,"Florida Keys, Monroe County",Boating,Fishing,"bull shark, 10'"
4913.0,2007.04.09,NEW CALEDONIA,South Province,Dumbéa,Unprovoked,Surfing,tiger shark
4912.0,2007.04.01,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Playing on a sandbar,
4911.0,2007.03.31,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Unprovoked,Surfing,3' shark
4910.0,2007.03.31,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",Unprovoked,,
4909.0,2007.03.22,YEMEN,Muhafazat Hadramawt,Ras-Alkalb,Unprovoked,Murder,
4908.0,2007.03.21,USA,Florida,Jupiter Inlet,Unprovoked,Surfing,4' to 5' shark
4907.0,2007.03.20,AUSTRALIA,New South Wales,South Golden Beach,Unprovoked,Surfing,1.5 m shark
4906.0,2007.03.14,USA,Florida,Delray Beach,Provoked,Shark fishing,5' shark
4905.0,2007.03.12,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",Unprovoked,Swimming,2 to 2.5 m shark
4904.0,2007.03.11,USA,Florida,"Tiger Shores Beach, Martin County",Unprovoked,Surfing,
4903.0,2007.03.05,NEW ZEALAND,Cook islans,Penhryn Island,Provoked,Spearfishing,tiger shark
4902.0,2007.02.04,COSTA RICA,,,Invalid,Swimming,not valid
4901.0,2007.02.03,AUSTRALIA,New South Wales,Shelly Beach,Unprovoked,Boogie Boarding,
4900.0,2007.02.00,NEW CALEDONIA,Loyalty Islands,Ouvéa,Unprovoked,Spearfishing,
4899.0,2007.01.25,NEW CALEDONIA,North Province,Kaala-Gomen ,Unprovoked,Spearfishing (free diving),tiger shark
4898.0,2007.01.25,USA,Florida,100 miles off Ft. Myers Beach,Boating,Shrimping,14' shark
4897.0,2007.01.23,AUSTRALIA,New South Wales,Cape Howe,Unprovoked,Diving,"white shark, 3m"
4896.0,2007.01.19,AUSTRALIA,New South Wales,Brunswick Heads,Invalid,Swimming,not valid
4895.0,2007.01.14,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Unprovoked,Swimming / Body Surfing,tiger shark
4894.0,2007.01.09,AUSTRALIA,New South Wales,Sandbar Beach,Unprovoked,Surfing,2.4 m shark
4893.0,2007.01.07,USA,New York,"Smith Point, Long Island",Invalid,Surfing,"24"" to 30"" shark"
4892.0,2007.01.05,USA,Hawaii,"Majors Bay, Kaua'i",Unprovoked,Surfing,"6' to 8' shark, possibly a tiger shark"
4891.0,2006.12.18,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Unprovoked,Surfing,2.5 to 3 m shark
4890.0,2006.12.11,NEW ZEALAND,North Island,"Raglan, Manu Bay",Unprovoked,Surfing,2 to 3 m shark
4889.0,2006.12.10,USA,California,"Dillon Beach, Marin County",Unprovoked,Surfing,"white shark, 12' to 15'"
4888.0,2006.12.06,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Provoked,Fishing,"raggedtooth shark, 150-kg"
4887.0,2006.12.02,AUSTRALIA,Western Australia,Wharton Beach,Unprovoked,Body boarding,"white shark, 5m"
4886.0,2006.11.25,PHILIPPINES,Surigao del Norte,"Off Bilisan Point, Hinatuarn Island",Sea Disaster,Sea Disaster,
4885.0,2006.11.11,USA,Hawaii,"Kihei, Maui",Unprovoked,Swimming,2 m to 3 m shark
4884.0,2006.11.09,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Provoked,Canoeing,"bull shark, 1.5m"
4883.0,2006.10.31,USA,Oregon,"Siletz River mouth, Lincoln County",Unprovoked,Surfing,"white shark, 16'"
4882.0,2006.10.16,USA,Florida,Sebastian Inlet,Unprovoked,Fishing,
4881.0,2006.10.10,USA,Florida,"Daytona Beach, Volusia County",Unprovoked,Surfing,
4880.0,2006.10.07,USA,Texas,"Isla Blanca Park, South Padre Island",Unprovoked,Surfing,1' to 4' shark
4879.0,2006.10.05,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Playing soccer in the water,3' to 3.5' shark
4878.0,2006.10.00,BAHAMAS,New Providence Island,Nassau,Unprovoked,Free diving / modeling,
4877.0,2006.10.00,GULF OF ADEN,Between Somalia & Yemen,,Unprovoked,Murder,
4876.0,2006.09.30,SOUTH AFRICA,Western Cape Province,Miller's Point,Invalid,Spearfishing,invalid
4875.0,2006.09.29,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4874.0,2006.09.18,USA,Florida,"Off Key Largo, Monroe County",Provoked,Diving / Kissing the shark,nurse shark
